battery_id,manufacturer,chemistry,capacity_kWh,charge_cycles,avg_temp_celsius,discharge_rate_c,charge_rate_c,avg_soc_percent,storage_time_months,fast_charge_ratio,calendar_age_years,capacity_retained_percent
BAT012323,,NCA,84.0,933,19.44,0.818,0.78,33.86,1.0,0.072,1.01,86.88
BAT012324,CATL,NMC,102.18,206,26.64,1.573,0.701,60.76,0.4,0.617,3.58,85.66
BAT012325,Panasonic,LFP,93.1,,29.37,1.767,1.535,61.49,21.5,0.811,5.47,82.61
BAT012326,BYD,NMC,58.06,676,25.93,0.519,1.157,45.97,,0.15,1.07,92.26
BAT012327,BYD,NMC,58.12,923,27.03,2.34,1.103,83.5,4.5,0.39,1.19,83.12
BAT012328,Tesla,LFP,66.97,810,20.57,1.348,1.289,44.21,3.4,0.332,0.86,88.81
BAT012329,Samsung SDI,NMC,76.48,549,18.46,1.004,1.035,,1.5,0.461,0.53,89.91
BAT012330,Tesla,NCA,75.72,415,18.4,0.729,0.625,52.89,4.5,0.15,5.63,
BAT012331,CATL,NMC,93.6,530,,1.562,0.5,46.55,3.3,0.669,0.1,85.2
BAT012332,Samsung SDI,NMC,94.43,488,25.56,1.908,1.463,40.49,3.0,0.044,0.9,95.2
BAT012333,Samsung SDI,NCA,75.08,593,26.41,0.894,,68.25,12.7,0.46,1.82,86.87
BAT012334,Samsung SDI,NCA,71.58,340,27.39,0.5,1.585,45.5,2.9,0.222,0.1,93.16
BAT012335,Panasonic,NMC,82.75,566,24.6,,1.166,67.59,6.9,0.257,3.62,88.22
BAT012336,Tesla,NMC,90.95,978,25.76,0.5,1.06,64.24,3.0,0.223,0.36,85.37
BAT012337,Tesla,LFP,,740,34.07,1.186,1.632,53.19,7.8,0.459,2.64,83.32
BAT012338,LG Chem,NMC,68.53,1345,30.44,0.5,1.406,44.75,1.1,0.373,7.12,70.08
BAT012339,BYD,NMC,65.82,824,23.79,0.787,0.904,63.56,4.8,0.457,1.08,83.59
BAT012340,Tesla,LFP,58.34,601,21.69,2.023,0.875,49.61,0.6,0.197,6.54,86.19
BAT012341,CATL,LFP,77.9,409,32.19,1.475,0.5,54.65,3.2,0.328,,84.43
BAT012342,,NMC,84.35,50,27.33,1.25,1.133,51.86,10.0,0.271,0.64,
BAT012343,Panasonic,NMC,86.02,762,22.84,0.895,1.522,,0.2,,1.11,91.83
BAT012344,CATL,,92.28,624,15.96,0.5,0.963,39.53,1.1,0.091,5.31,83.2
BAT012345,LG Chem,LFP,97.2,492,,1.75,1.654,42.99,18.3,0.327,,92.87
BAT012346,BYD,LFP,54.38,673,17.11,1.975,1.796,51.9,13.2,0.715,1.43,86.96
BAT012347,Tesla,NMC,81.07,278,26.99,0.5,0.946,70.5,0.9,0.522,6.2,85.01
BAT012348,BYD,NMC,81.59,1147,37.78,0.658,1.132,61.97,1.7,0.022,0.19,86.22
BAT012349,Tesla,NMC,73.89,1760,22.61,0.945,1.176,67.37,18.8,0.271,6.31,
BAT012350,,NMC,62.57,592,24.68,0.525,1.132,83.9,3.9,0.078,0.91,91.97
BAT012351,CATL,NMC,96.67,420,30.98,1.459,0.917,27.05,,0.242,3.19,113.87
BAT012352,BYD,NMC,66.17,442,10.0,0.918,1.452,65.56,4.4,0.118,,94.12
BAT012353,,LFP,42.11,858,13.31,,0.5,61.51,3.3,0.438,2.89,87.3
BAT012354,Panasonic,LFP,,921,22.5,,1.67,62.12,4.7,0.702,1.14,86.91
BAT012355,CATL,NMC,71.43,684,25.56,1.307,1.335,68.83,3.1,0.19,2.33,85.92
BAT012356,Panasonic,LFP,102.87,260,25.49,0.598,1.246,,13.1,0.351,0.73,95.92
BAT012357,BYD,,82.35,605,34.92,0.725,1.176,60.27,15.1,0.624,5.79,83.01
BAT012358,BYD,NMC,70.42,1399,18.38,0.747,0.5,87.0,1.3,0.07,0.1,85.27
BAT012359,Tesla,,72.05,280,23.99,1.513,1.171,63.53,3.1,0.11,4.71,88.62
BAT012360,LG Chem,LFP,71.87,667,35.55,,0.773,62.87,1.7,0.445,0.21,90.14
BAT012361,BYD,NMC,108.26,735,23.06,1.079,1.086,48.99,0.1,0.068,2.85,89.86
BAT012362,Panasonic,NMC,85.13,1681,38.91,,0.5,78.05,0.5,0.321,0.67,75.97
BAT012363,CATL,NMC,53.89,50,23.36,1.638,1.325,51.9,3.0,0.566,3.12,
BAT012364,Tesla,NMC,,,20.14,0.829,,62.68,2.2,0.093,0.49,91.66
BAT012365,CATL,NCA,74.65,737,8.94,,0.5,60.55,4.7,0.342,0.41,86.69
BAT012366,Tesla,LFP,58.39,624,26.82,1.348,0.84,50.71,2.2,0.428,2.36,85.58
BAT012367,BYD,NMC,48.26,723,22.12,0.5,1.014,41.95,0.1,0.022,0.13,92.01
BAT012368,Panasonic,NCA,83.93,655,27.79,1.01,0.948,55.69,2.0,0.282,0.17,90.83
BAT012369,Panasonic,LFP,62.93,753,23.96,1.32,1.824,57.4,0.2,0.409,0.14,89.97
BAT012370,BYD,LFP,93.73,412,33.89,0.663,1.023,26.01,4.8,0.211,1.19,87.94
BAT012371,Tesla,NMC,75.12,227,28.56,1.945,1.598,70.82,3.3,0.297,0.24,91.65
BAT012372,LG Chem,LFP,67.89,735,25.08,0.843,1.185,52.39,8.0,0.428,3.33,83.87
BAT012373,Panasonic,NMC,40.0,1255,22.78,1.424,1.323,85.28,6.7,0.22,2.23,84.14
BAT012374,Panasonic,NMC,93.33,902,30.62,1.009,0.823,90.0,4.1,0.227,0.1,87.63
BAT012375,Samsung SDI,NMC,79.4,1591,25.22,,1.102,61.01,8.2,0.264,3.34,76.03
BAT012376,BYD,NMC,68.28,315,36.24,0.697,0.967,31.56,0.2,0.279,1.57,86.95
BAT012377,Tesla,NMC,61.65,580,19.94,1.988,1.394,64.14,0.5,,3.08,84.98
BAT012378,BYD,NMC,,475,29.9,0.66,0.5,38.62,0.2,0.57,0.61,87.55
BAT012379,,LFP,59.04,696,21.7,1.399,1.218,37.05,1.1,0.03,1.4,91.99
BAT012380,Samsung SDI,NMC,69.47,,22.9,1.165,0.841,41.01,1.7,0.043,0.28,94.28
BAT012381,Panasonic,LFP,,455,28.87,1.212,0.682,85.79,2.6,0.145,1.46,94.54
BAT012382,CATL,LFP,96.76,1874,32.5,2.548,,47.13,0.8,0.383,0.54,78.01
BAT012383,LG Chem,NMC,71.76,606,29.17,0.5,0.5,51.22,6.7,0.229,2.01,86.72
BAT012384,LG Chem,NMC,63.98,271,30.97,0.827,1.848,65.04,0.8,0.376,0.38,92.43
BAT012385,LG Chem,NCA,73.4,218,29.97,0.5,1.304,40.73,3.5,0.259,0.83,93.23
BAT012386,Panasonic,NMC,88.57,704,25.06,1.932,1.361,55.04,,0.253,5.53,83.26
BAT012387,BYD,LFP,91.94,478,27.76,1.365,,77.98,2.8,0.538,4.31,86.16
BAT012388,LG Chem,LFP,54.37,701,37.78,0.5,1.414,49.76,11.7,0.129,0.1,88.51
BAT012389,Samsung SDI,NMC,76.72,826,23.63,0.5,1.097,48.73,2.7,0.167,2.41,
BAT012390,Panasonic,,53.49,473,17.35,0.5,1.14,69.75,3.5,0.245,3.42,88.24
BAT012391,CATL,NMC,88.26,619,7.32,1.228,1.397,56.39,4.1,0.049,2.94,92.41
BAT012392,Samsung SDI,NCA,81.34,1624,38.55,1.11,1.06,57.29,3.9,0.075,0.9,72.2
BAT012393,CATL,LFP,61.18,616,38.87,0.783,1.347,67.21,5.1,0.018,0.6,90.18
BAT012394,BYD,NCA,98.01,171,18.06,1.091,,55.22,5.7,0.386,2.57,90.71
BAT012395,BYD,NMC,80.03,1229,34.0,0.702,1.476,44.28,8.8,0.152,3.23,79.98
BAT012396,Panasonic,NMC,78.38,2234,32.23,1.408,1.166,44.53,0.3,0.124,0.1,72.92
BAT012397,CATL,NMC,72.31,496,29.49,1.25,0.582,21.86,5.9,0.346,1.89,90.63
BAT012398,Tesla,NCA,74.88,1667,28.52,0.5,1.4,76.01,2.4,0.135,1.72,80.78
BAT012399,CATL,NMC,69.28,840,19.79,,0.5,34.75,1.6,0.211,2.39,82.71
BAT012400,Panasonic,NMC,63.88,807,25.91,1.191,1.142,,0.5,0.205,4.01,85.44
BAT012401,BYD,,93.44,535,27.44,1.282,1.905,55.37,,,0.6,90.05
BAT012402,LG Chem,NMC,67.61,586,25.49,0.503,0.697,55.29,12.6,0.065,0.45,93.47
BAT012403,LG Chem,LFP,67.1,713,24.62,0.797,1.061,85.66,2.5,0.082,0.93,90.13
BAT012404,Panasonic,NMC,73.06,479,34.1,0.5,0.5,58.07,9.0,0.293,1.84,84.06
BAT012405,Samsung SDI,NMC,96.37,604,32.11,0.5,0.683,51.91,0.9,0.212,0.62,89.1
BAT012406,Tesla,NCA,91.97,283,31.12,0.5,0.805,69.25,5.6,0.546,4.16,80.94
BAT012407,Tesla,LFP,69.08,190,31.53,1.184,0.579,39.53,5.1,0.15,0.26,94.54
BAT012408,Panasonic,NMC,93.4,,26.61,0.808,0.751,55.28,1.5,0.647,0.1,
BAT012409,Samsung SDI,,76.62,453,33.16,0.961,0.536,55.27,1.6,0.29,2.92,88.87
BAT012410,,NMC,62.35,506,16.61,1.233,0.546,66.27,2.7,0.299,1.28,93.34
BAT012411,CATL,LFP,,767,25.49,1.594,,67.2,1.1,0.658,2.33,85.47
BAT012412,Samsung SDI,NMC,95.6,628,39.27,1.356,1.459,50.18,5.8,0.27,0.1,86.93
BAT012413,Panasonic,LFP,106.24,490,28.8,1.532,0.5,,,0.581,2.6,88.9
BAT012414,Samsung SDI,NMC,79.8,929,27.62,1.694,0.749,64.21,4.8,0.433,0.23,83.15
BAT012415,Tesla,LFP,66.5,753,31.49,1.228,1.755,55.77,0.4,0.478,1.76,
BAT012416,Tesla,NMC,73.13,677,35.09,0.5,0.928,67.21,2.8,0.116,3.1,
BAT012417,Tesla,LFP,63.56,376,17.56,1.109,1.411,83.52,1.9,0.132,4.46,88.86
BAT012418,CATL,NMC,65.75,904,27.1,0.569,0.905,11.42,1.1,0.038,3.39,86.38
BAT012419,BYD,NMC,64.27,620,19.94,1.659,1.474,56.65,1.7,0.286,,91.22
BAT012420,Panasonic,NCA,,577,32.49,1.346,1.521,45.5,0.1,0.267,2.36,83.06
BAT012421,Samsung SDI,NMC,76.81,388,30.07,0.5,1.197,57.72,1.6,0.412,4.59,85.16
BAT012422,LG Chem,NMC,72.78,479,18.21,1.016,1.094,44.43,13.0,0.519,0.41,88.21
BAT012423,Tesla,NMC,71.68,1704,24.95,1.292,0.779,49.72,5.2,0.113,0.52,
BAT012424,LG Chem,NMC,86.41,1934,14.49,,0.5,59.52,2.8,0.091,1.98,78.3
BAT012425,CATL,LFP,71.56,,31.65,1.792,0.915,40.89,7.0,0.331,0.44,87.33
BAT012426,BYD,NMC,72.52,637,21.25,0.791,0.837,71.96,4.9,0.169,2.37,90.67
BAT012427,LG Chem,LFP,72.35,990,17.09,0.944,0.5,60.4,6.3,0.106,0.13,89.49
BAT012428,CATL,LFP,98.15,644,39.59,0.678,0.858,43.9,11.8,0.358,0.1,88.69
BAT012429,Panasonic,LFP,67.63,1466,29.09,1.426,0.962,65.94,2.8,0.554,0.72,78.21
BAT012430,CATL,NMC,83.94,887,27.01,,1.281,57.39,5.5,0.523,0.12,84.4
BAT012431,Samsung SDI,NMC,63.77,920,21.58,1.931,1.242,74.46,,0.275,1.2,84.63
BAT012432,Tesla,LFP,80.25,843,24.27,0.517,0.848,42.66,7.5,,5.95,84.05
BAT012433,Samsung SDI,NMC,83.19,674,22.96,1.767,1.737,45.51,11.8,0.302,1.6,85.65
BAT012434,CATL,LFP,91.26,885,18.46,0.841,1.443,60.26,3.0,0.241,,91.02
BAT012435,Panasonic,NMC,69.24,562,11.94,0.971,1.386,73.52,1.2,0.136,2.83,88.59
BAT012436,Samsung SDI,NMC,58.29,631,24.95,0.801,0.52,60.37,11.9,0.381,0.96,92.51
BAT012437,LG Chem,LFP,63.24,1007,29.1,0.854,1.159,27.39,7.9,0.482,0.95,85.62
BAT012438,Panasonic,LFP,89.47,,24.89,1.719,1.417,70.1,2.2,0.224,1.38,90.34
BAT012439,Tesla,LFP,,868,,1.078,0.646,43.82,3.7,0.082,5.43,84.6
BAT012440,Panasonic,NCA,87.52,1662,20.83,0.5,1.419,46.72,2.0,0.299,0.75,78.91
BAT012441,BYD,LFP,56.07,,,0.5,0.708,61.06,5.6,0.342,0.44,93.08
BAT012442,CATL,NMC,87.01,539,28.4,0.5,,36.99,4.3,0.035,0.14,91.96
BAT012443,Samsung SDI,NCA,60.84,647,28.08,0.892,0.965,28.61,5.8,0.155,0.55,92.01
BAT012444,Panasonic,LFP,69.76,1125,23.21,1.661,1.281,,5.1,0.03,1.3,88.34
BAT012445,Tesla,LFP,77.81,1533,24.62,0.959,0.849,47.34,12.0,0.389,0.37,83.81
BAT012446,Tesla,NMC,80.33,774,24.42,0.969,0.5,52.27,5.5,0.372,7.28,76.86
BAT012447,LG Chem,NCA,75.98,,29.78,1.112,1.606,51.25,3.7,0.352,,90.28
BAT012448,Samsung SDI,NMC,,624,20.14,1.231,0.686,58.91,0.7,0.33,7.84,80.34
BAT012449,CATL,NMC,90.9,364,7.96,0.5,0.786,43.01,0.4,0.159,0.83,93.42
BAT012450,,NMC,67.09,887,22.6,1.342,0.936,68.47,12.6,0.296,1.12,88.59
BAT012451,BYD,NMC,93.82,1776,36.81,1.944,0.579,26.51,5.6,,1.4,69.44
BAT012452,BYD,NMC,,800,30.61,1.773,1.313,65.09,10.7,0.166,0.86,91.27
BAT012453,Tesla,LFP,78.23,374,14.02,0.726,1.301,55.91,0.0,0.292,1.05,93.15
BAT012454,BYD,LFP,56.61,570,29.73,0.5,1.131,49.96,8.3,0.036,1.19,94.5
BAT012455,Panasonic,NMC,62.49,790,26.46,,,63.43,2.6,0.15,0.1,88.84
BAT012456,Tesla,LFP,67.3,305,22.38,1.168,1.399,62.77,5.0,0.558,1.59,89.9
BAT012457,Panasonic,NMC,,818,17.45,1.503,,10.0,0.8,0.338,,84.95
BAT012458,LG Chem,NMC,94.62,427,19.3,,1.278,35.27,1.6,0.528,0.19,90.55
BAT012459,LG Chem,NMC,88.11,706,21.08,1.539,,46.93,8.8,,1.77,92.59
BAT012460,Panasonic,NCA,75.5,826,37.85,1.587,0.978,55.69,1.8,0.234,3.3,81.83
BAT012461,Tesla,NMC,77.82,761,29.48,0.5,1.342,50.92,6.8,0.204,2.88,87.37
BAT012462,BYD,NMC,94.0,474,20.03,0.5,0.505,68.38,0.6,0.151,0.83,93.26
BAT012463,Samsung SDI,NMC,85.52,784,21.21,1.101,0.791,76.07,0.5,0.428,0.1,87.97
BAT012464,BYD,LFP,75.27,796,24.74,0.94,0.757,72.26,6.3,0.138,3.64,88.37
BAT012465,Panasonic,LFP,97.3,708,21.97,1.926,1.045,33.17,2.5,0.064,1.66,89.85
BAT012466,Panasonic,,87.22,803,,1.415,1.582,60.06,0.5,0.242,3.69,81.99
BAT012467,Panasonic,NMC,78.64,278,23.98,1.363,1.03,,0.4,0.298,3.62,94.04
BAT012468,Tesla,LFP,68.12,480,25.68,0.5,0.761,64.67,1.8,0.172,0.49,
BAT012469,CATL,LFP,66.76,973,11.01,0.565,0.61,,11.4,0.143,2.29,90.43
BAT012470,CATL,NMC,69.96,785,-1.97,0.5,0.548,33.34,8.5,0.042,1.64,88.66
BAT012471,CATL,LFP,81.85,1190,21.08,0.88,0.839,48.17,1.8,0.281,0.1,87.77
BAT012472,CATL,NCA,87.54,334,31.35,0.772,0.833,90.0,1.1,,6.55,82.92
BAT012473,Panasonic,NMC,53.34,,40.37,0.545,0.5,79.22,0.5,0.308,4.93,79.37
BAT012474,Panasonic,LFP,45.8,796,14.83,2.49,2.06,64.02,3.6,0.465,3.49,81.11
BAT012475,CATL,NMC,60.73,985,25.69,1.374,0.5,,1.0,0.21,0.6,84.21
BAT012476,Panasonic,LFP,68.88,459,22.06,1.948,0.987,43.5,7.7,0.218,1.29,93.74
BAT012477,Panasonic,NMC,92.94,1054,27.76,1.3,1.631,30.04,0.3,0.348,0.14,84.45
BAT012478,Panasonic,NMC,70.79,1173,10.25,1.671,1.299,39.88,0.4,0.533,0.61,77.98
BAT012479,Panasonic,LFP,78.82,301,22.49,1.211,0.922,51.23,0.5,0.099,2.95,94.41
BAT012480,Tesla,LFP,81.27,248,19.27,0.603,1.095,74.99,0.4,0.399,0.71,93.41
BAT012481,BYD,NMC,59.65,519,36.39,0.745,0.852,58.17,8.0,0.15,0.93,88.78
BAT012482,BYD,NMC,96.9,616,38.02,0.5,1.259,46.51,3.8,0.117,,90.12
BAT012483,Panasonic,NMC,65.03,319,23.0,1.08,0.677,51.23,2.6,0.232,0.26,94.11
BAT012484,Tesla,LFP,,589,16.97,1.456,0.5,70.77,7.5,0.292,4.71,91.19
BAT012485,BYD,LFP,73.11,610,19.13,0.927,,57.49,2.9,0.417,0.58,92.14
BAT012486,Panasonic,NMC,69.94,1007,25.27,1.499,0.97,53.77,13.0,0.435,0.84,85.81
BAT012487,,LFP,58.34,819,15.19,0.5,,68.54,,0.481,0.64,90.18
BAT012488,Tesla,LFP,,537,28.63,1.72,1.166,65.25,2.7,0.428,1.86,
BAT012489,Panasonic,NMC,108.82,97,23.63,1.476,1.361,48.16,13.5,,0.29,25.17
BAT012490,BYD,LFP,81.2,888,27.49,0.97,1.369,57.88,0.3,0.154,0.44,90.99
BAT012491,BYD,NMC,79.06,471,27.76,,,56.11,6.2,0.187,0.44,92.34
BAT012492,Panasonic,NCA,65.0,583,34.66,0.595,1.044,54.0,5.4,0.238,0.12,87.13
BAT012493,Panasonic,,83.88,987,29.45,0.5,1.964,35.99,,,8.48,74.43
BAT012494,Tesla,NMC,77.36,501,27.05,0.5,0.5,73.43,7.5,0.046,0.5,88.87
BAT012495,Tesla,NMC,74.06,695,26.74,0.703,0.589,65.9,4.2,0.156,0.95,92.77
BAT012496,Samsung SDI,LFP,82.42,183,11.15,1.28,,54.19,0.7,0.082,2.23,94.77
BAT012497,CATL,NMC,47.76,719,26.26,0.513,1.005,27.87,0.4,0.459,2.36,87.08
BAT012498,CATL,NMC,73.49,570,29.28,0.949,0.5,73.64,4.8,0.006,,93.93
BAT012499,BYD,NCA,57.04,1773,48.62,0.5,1.206,,1.7,0.053,0.76,72.62
BAT012500,BYD,NCA,75.43,697,36.65,1.38,0.5,48.98,16.0,0.351,0.21,83.36
BAT012501,BYD,NCA,64.14,426,14.6,0.5,1.531,51.08,0.4,0.196,0.86,92.33
BAT012502,Tesla,NMC,,397,19.82,2.162,0.898,53.45,4.9,0.366,1.82,88.51
BAT012503,,NCA,55.0,973,20.55,1.014,1.684,46.38,5.3,0.244,6.24,74.29
BAT012504,CATL,NMC,91.73,,25.06,1.575,,55.53,1.3,0.319,1.35,76.17
BAT012505,Panasonic,NMC,64.83,721,20.47,1.031,1.84,70.54,12.7,0.778,1.93,84.58
BAT012506,Samsung SDI,NMC,65.64,661,16.32,0.748,1.092,50.72,4.5,0.384,0.25,88.17
BAT012507,CATL,NMC,97.96,50,22.51,0.615,0.778,57.68,4.4,0.409,,86.96
BAT012508,Samsung SDI,NMC,83.52,820,32.1,0.5,1.039,58.35,2.4,0.129,1.21,85.15
BAT012509,Panasonic,NMC,,795,30.28,1.649,0.99,64.31,0.9,0.153,0.1,92.81
BAT012510,BYD,LFP,95.78,581,20.14,2.172,0.602,60.38,,0.247,0.1,91.12
BAT012511,Panasonic,NMC,99.72,1648,22.39,2.277,1.186,58.64,3.9,0.616,1.75,
BAT012512,Samsung SDI,NMC,98.32,1507,19.56,0.5,,44.71,0.0,0.217,1.83,77.71
BAT012513,Tesla,NMC,85.02,1293,16.17,1.015,1.311,51.53,2.0,0.125,1.35,87.58
BAT012514,LG Chem,,58.47,,27.99,0.5,1.453,53.58,5.5,,3.99,88.93
BAT012515,BYD,NMC,74.26,694,16.03,1.284,0.606,,8.2,0.411,1.41,123.02
BAT012516,LG Chem,NMC,53.27,804,29.64,1.759,1.127,47.69,5.2,,,88.32
BAT012517,LG Chem,,62.01,1327,37.73,0.5,1.329,34.99,6.3,0.455,3.06,75.66
BAT012518,,NCA,58.34,597,27.63,0.808,1.804,68.82,6.3,0.084,0.66,91.35
BAT012519,LG Chem,NMC,65.59,751,29.36,1.17,,47.63,0.9,0.134,2.34,
BAT012520,CATL,NMC,77.46,635,29.16,1.206,1.393,57.75,18.2,0.248,2.72,85.85
BAT012521,Tesla,NMC,68.33,455,-9.37,2.117,1.001,70.08,1.3,0.551,0.73,90.2
BAT012522,BYD,NCA,67.68,1432,27.59,0.5,0.877,,6.3,0.118,1.36,81.09
BAT012523,CATL,,70.64,780,27.19,0.5,0.63,,0.6,0.208,0.15,90.58
BAT012524,LG Chem,LFP,97.49,472,20.62,1.069,0.813,49.86,2.3,0.638,0.45,89.71
BAT012525,Tesla,NMC,107.46,425,7.39,0.5,0.964,34.01,3.4,0.069,0.29,98.76
BAT012526,CATL,NCA,68.24,720,17.66,1.739,0.865,48.46,24.0,0.071,0.36,93.43
BAT012527,Tesla,LFP,80.04,206,18.41,2.098,1.056,82.25,4.0,0.408,0.15,38.09
BAT012528,Tesla,LFP,,92,28.51,0.5,0.931,44.82,1.4,0.065,4.68,90.98
BAT012529,CATL,NMC,86.51,50,14.65,1.05,1.051,,7.1,0.162,0.79,96.13
BAT012530,Tesla,NMC,67.85,580,38.1,1.213,1.59,65.26,0.6,0.234,,92.46
BAT012531,,NMC,64.33,706,36.4,1.407,0.555,41.0,9.3,0.037,0.17,84.99
BAT012532,CATL,LFP,105.02,1030,32.37,0.5,0.63,34.36,1.7,0.177,0.75,84.44
BAT012533,Tesla,NCA,54.66,371,21.43,1.852,0.905,41.19,2.5,0.187,0.38,93.35
BAT012534,Panasonic,,40.0,1124,10.45,1.082,0.743,62.07,2.2,0.092,0.58,86.78
BAT012535,Tesla,NCA,86.02,791,30.83,0.697,1.524,52.19,0.6,0.388,0.12,89.57
BAT012536,CATL,NMC,69.49,237,40.47,,0.896,50.31,2.4,0.716,0.11,86.73
BAT012537,CATL,NCA,65.31,850,30.51,1.181,0.785,53.53,0.8,0.371,0.16,85.13
BAT012538,BYD,NMC,115.97,1334,29.21,0.678,1.001,,5.9,0.652,4.07,76.71
BAT012539,Panasonic,NMC,85.95,815,6.88,1.915,2.106,37.45,1.8,0.123,1.77,88.51
BAT012540,Tesla,NMC,74.12,866,16.46,1.151,1.263,79.73,3.7,0.631,0.29,83.7
BAT012541,Tesla,LFP,64.38,584,26.31,1.229,1.399,54.74,10.6,0.374,2.69,88.59
BAT012542,LG Chem,,81.69,1667,14.01,,1.03,77.65,4.2,0.291,3.16,78.05
BAT012543,Samsung SDI,NMC,49.01,558,26.97,0.5,0.632,42.96,3.2,0.607,5.26,80.72
BAT012544,Panasonic,NMC,67.26,555,28.29,0.861,0.913,52.07,15.7,0.09,0.3,94.64
BAT012545,Panasonic,NMC,74.44,1296,20.38,1.779,0.5,75.22,0.5,0.082,0.92,86.7
BAT012546,Tesla,NMC,78.2,519,14.48,1.079,1.008,48.56,2.5,0.119,1.36,93.19
BAT012547,CATL,NMC,72.86,823,36.4,1.069,1.013,67.29,1.7,0.285,0.1,83.44
BAT012548,CATL,LFP,64.6,557,21.26,1.205,0.966,64.38,1.2,0.292,0.19,95.43
BAT012549,CATL,LFP,88.81,547,23.55,0.956,0.5,72.15,5.1,0.132,1.46,94.53
BAT012550,BYD,LFP,50.23,552,32.64,1.56,0.916,68.22,3.0,0.39,,89.21
BAT012551,LG Chem,LFP,70.83,348,21.02,0.843,0.975,32.28,13.8,0.119,3.82,94.17
BAT012552,Tesla,NMC,67.23,1938,19.67,0.908,0.758,64.88,0.9,0.535,1.73,74.14
BAT012553,Panasonic,LFP,90.18,458,39.07,1.608,1.05,70.31,1.1,0.113,1.44,90.93
BAT012554,CATL,NMC,68.12,268,19.87,0.5,0.51,67.15,4.7,0.116,2.0,94.35
BAT012555,CATL,LFP,81.56,2132,33.52,2.1,1.042,46.44,4.1,0.302,1.77,79.54
BAT012556,CATL,NMC,80.0,2110,26.07,,,37.08,5.6,0.332,0.82,75.31
BAT012557,CATL,LFP,47.47,1770,25.92,0.5,0.54,71.85,3.0,0.059,1.66,85.19
BAT012558,CATL,NMC,74.02,372,21.45,0.687,0.726,24.48,12.4,0.159,2.07,94.24
BAT012559,Samsung SDI,NMC,48.86,764,23.6,0.744,1.489,67.91,7.4,,0.58,88.46
BAT012560,CATL,LFP,80.27,370,37.51,1.225,0.5,83.32,3.2,0.362,2.47,90.31
BAT012561,BYD,NMC,64.05,689,30.99,0.881,1.237,44.91,11.4,,1.03,88.7
BAT012562,Panasonic,NMC,92.8,339,,1.684,0.988,41.42,2.8,0.076,1.18,94.19
BAT012563,CATL,LFP,,858,18.06,0.919,0.5,44.06,0.1,0.319,10.16,77.72
BAT012564,Samsung SDI,LFP,63.45,808,27.68,,1.185,76.15,3.4,0.213,0.53,89.2
BAT012565,LG Chem,,93.0,1086,29.47,0.5,0.952,51.08,5.1,0.144,1.7,83.56
BAT012566,BYD,NMC,61.92,856,30.37,1.277,1.78,47.95,2.0,0.125,0.1,87.44
BAT012567,BYD,NMC,88.42,546,24.46,1.143,0.5,61.01,7.4,0.039,4.15,89.85
BAT012568,Tesla,LFP,82.01,543,19.05,2.38,1.157,70.31,0.5,0.371,0.98,91.42
BAT012569,CATL,NMC,69.52,1937,19.33,0.5,0.868,68.39,3.0,,0.21,73.81
BAT012570,Tesla,NCA,54.96,926,8.9,,1.011,65.69,,0.294,2.28,84.71
BAT012571,Samsung SDI,NMC,93.62,367,36.43,2.013,0.503,75.24,0.1,0.072,1.02,
BAT012572,BYD,NMC,82.51,521,6.6,0.51,0.81,59.13,4.4,0.442,0.15,90.08
BAT012573,Tesla,NMC,63.42,525,23.31,1.338,0.512,71.35,0.1,0.463,0.71,89.68
BAT012574,Tesla,NMC,78.67,925,12.6,0.823,1.173,31.76,1.0,0.276,3.0,84.22
BAT012575,CATL,LFP,90.09,453,20.91,2.373,1.338,33.22,2.9,0.328,0.15,94.18
BAT012576,Panasonic,NMC,76.68,552,29.03,2.029,0.795,59.55,3.1,0.648,0.69,
BAT012577,Tesla,NCA,78.58,393,8.99,1.673,0.753,50.31,7.1,0.395,0.47,87.6
BAT012578,CATL,NMC,90.48,794,27.47,0.5,1.359,58.95,2.3,0.128,0.41,35.96
BAT012579,LG Chem,NMC,98.06,842,31.1,0.839,0.883,57.98,1.3,0.054,0.63,88.21
BAT012580,Tesla,NMC,73.21,509,22.08,0.664,0.552,25.78,3.4,0.117,0.82,93.06
BAT012581,BYD,NCA,54.94,817,44.18,,1.097,78.01,3.1,0.46,2.21,74.59
BAT012582,Samsung SDI,LFP,55.46,1707,9.29,1.358,0.861,59.76,0.4,,0.1,80.6
BAT012583,BYD,,64.64,308,13.01,1.043,0.895,58.12,4.2,0.212,1.07,96.42
BAT012584,BYD,NCA,60.98,942,,1.793,0.781,47.24,0.4,0.449,0.1,84.53
BAT012585,Panasonic,NMC,49.76,706,23.02,1.264,0.9,29.39,6.2,0.289,0.74,90.57
BAT012586,Panasonic,LFP,102.72,568,25.8,0.5,1.133,,0.4,0.187,4.9,92.16
BAT012587,Panasonic,LFP,82.92,1962,31.5,0.5,1.533,54.21,1.1,0.376,0.31,77.19
BAT012588,BYD,LFP,67.14,899,16.21,1.823,0.5,,1.4,0.084,4.43,86.55
BAT012589,Samsung SDI,NCA,,260,15.49,1.064,1.045,54.95,1.6,0.02,1.52,95.95
BAT012590,,NCA,48.2,750,20.14,0.667,0.95,63.24,1.7,0.049,4.42,83.14
BAT012591,Samsung SDI,NCA,92.36,789,32.22,0.912,1.078,39.63,6.7,0.605,1.12,83.17
